,nome_estacao,poluente,metrica,ano,nível_de_poluicao,unidade_de_nivel_de_poluicao,tipo_de_estacao,tipo_de_area,longitude,latitude,altitude,cidade,populacao_da_cidade,link_dados_raw,link_tabela_EEA,poluente_descricao,indice_qualidade_do_ar
5728,Ílhavo,O3,Mínimo diário anual,2020,11.708,ug/m3,Fundo,suburbano,-8.6706,40.5897,14.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-PT02018&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5729,Frossos-Braga,NO2,Mínimo diário anual,2016,2.092,ug/m3,Fundo,suburbano,-8.4569,41.5694,51.0,Braga                                                                           ,182679.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-PT01042&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5730,Sobreiras-Lordelo do Ouro,PM2.5,Mínimo diário anual,2019,1.833,ug/m3,Fundo,urbano,-8.6589,41.1475,17.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-PT01050&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5731,Fernando Pó,O3,Mínimo diário anual,2013,24.265,ug/m3,Fundo,rural,-8.6906,38.6356,57.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2013&Year_to=2013&Station=STA-PT03099&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5732,Malpique,PM10,Mínimo diário anual,2020,1.888,ug/m3,Fundo,urbano,-8.2497,37.0917,45.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-PT05008&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5733,Chamusca,NO2,Mínimo diário anual,2021,0.667,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5734,Ermesinde-Valongo,PM10,Mínimo diário anual,2013,5.25,ug/m3,Fundo,urbano,-8.5528,41.2067,140.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2013&Year_to=2013&Station=STA-PT01023&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5735,Sobreiras-Lordelo do Ouro,PM2.5,Mínimo diário anual,2015,0.375,ug/m3,Fundo,urbano,-8.6589,41.1475,17.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2015&Year_to=2015&Station=STA-PT01050&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5736,Reboleira,NO2,Mínimo diário anual,2017,4.829,ug/m3,Fundo,urbano,-9.2308,38.7542,132.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-PT03084&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5737,Ílhavo,SO2,Mínimo diário anual,2013,0.0,ug/m3,Fundo,suburbano,-8.6706,40.5897,14.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2013&Year_to=2013&Station=STA-PT02018&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5738,Ermesinde-Valongo,O3,Mínimo diário anual,2016,3.167,ug/m3,Fundo,urbano,-8.5528,41.2067,140.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-PT01023&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5739,Ílhavo,SO2,Mínimo diário anual,2018,0.0,ug/m3,Fundo,suburbano,-8.6706,40.5897,14.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-PT02018&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5740,Ílhavo,SO2,Mínimo diário anual,2022,2.513,ug/m3,Fundo,suburbano,-8.6706,40.5897,14.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5741,São João,PM10,Mínimo diário anual,2018,7.45,ug/m3,Tráfego,urbano,-16.8831,32.6489,0.0,Funchal                                                                         ,104024.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA-PT06004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5742,Beato,NO2,Mínimo diário anual,2021,3.088,ug/m3,Fundo,urbano,-9.1175,38.8947,56.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5743,Sonega,NO2,Mínimo diário anual,2020,2.458,ug/m3,Industrial,rural,-8.7239,37.8711,235.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-PT04003&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5744,Santana,PM2.5,Mínimo diário anual,2020,0.0,ug/m3,Fundo,rural,-16.8864,32.8078,0.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-PT06008&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5745,Fernando Pó,SO2,Mínimo diário anual,2020,0.0,ug/m3,Fundo,rural,-8.6906,38.6356,57.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2020&Year_to=2020&Station=STA-PT03099&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5746,Ermesinde-Valongo,PM10,Mínimo diário anual,2014,4.333,ug/m3,Fundo,urbano,-8.5528,41.2067,140.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2014&Year_to=2014&Station=STA-PT01023&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5747,Monte Chãos,PM10,Mínimo diário anual,2016,0.0,ug/m3,Industrial,suburbano,-8.8381,37.9542,129.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA-PT04001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5748,Avenida da Liberdade,PM10,Mínimo diário anual,2017,11.654,ug/m3,Tráfego,urbano,-9.1458,38.7203,44.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-PT03075&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5749,Lourinhã,PM10,Mínimo diário anual,2016,2.117,ug/m3,Fundo,rural,-9.2456,39.2783,143.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA-PT03102&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5750,Laranjeiro,O3,Mínimo diário anual,2021,18.25,ug/m3,Fundo,urbano,-9.1578,38.6636,63.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5751,Lourinhã,PM2.5,Mínimo diário anual,2019,0.988,ug/m3,Fundo,rural,-9.2456,39.2783,143.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-PT03102&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5752,Leça do Balio-Matosinhos,O3,Mínimo diário anual,2019,12.667,ug/m3,Fundo,suburbano,-8.6322,41.2181,40.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-PT01034&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5753,Paio Pires,NO2,Mínimo diário anual,2014,4.65,ug/m3,Industrial,suburbano,-9.0811,38.6194,47.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2014&Year_to=2014&Station=STA-PT03063&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5754,Paio Pires,NO2,Mínimo diário anual,2020,4.433,ug/m3,Industrial,suburbano,-9.0811,38.6194,47.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-PT03063&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5755,Fundão,SO2,Mínimo diário anual,2018,0.0,ug/m3,Fundo,rural,-7.3019,40.2331,461.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-PT02020&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5756,Laranjeiro,PM2.5,Mínimo diário anual,2020,1.492,ug/m3,Fundo,urbano,-9.1578,38.6636,63.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-PT03083&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5757,São João,PM2.5,Mínimo diário anual,2016,2.0,ug/m3,Tráfego,urbano,-16.8831,32.6489,0.0,Funchal                                                                         ,104024.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2016&Year_to=2016&Station=STA-PT06004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5758,Ermesinde-Valongo,O3,Mínimo diário anual,2013,7.958,ug/m3,Fundo,urbano,-8.5528,41.2067,140.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2013&Year_to=2013&Station=STA-PT01023&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5759,Olivais,NO2,Mínimo diário anual,2020,3.946,ug/m3,Fundo,urbano,-9.1081,38.7689,32.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-PT03071&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5760,Sonega,PM10,Mínimo diário anual,2021,3.292,ug/m3,Industrial,rural,-8.7239,37.8711,235.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5761,Chamusca,PM2.5,Mínimo diário anual,2018,0.811,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-PT03096&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5762,Entrecampos,SO2,Mínimo diário anual,2013,0.0,ug/m3,Tráfego,urbano,-9.1489,38.7486,86.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2013&Year_to=2013&Station=STA-PT03072&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5763,Lourinhã,NO2,Mínimo diário anual,2016,1.163,ug/m3,Fundo,rural,-9.2456,39.2783,143.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-PT03102&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5764,Paio Pires,PM10,Mínimo diário anual,2016,5.557,ug/m3,Industrial,suburbano,-9.0811,38.6194,47.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA-PT03063&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5765,Estarreja,O3,Mínimo diário anual,2013,7.375,ug/m3,Fundo,suburbano,-8.5672,40.7586,14.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2013&Year_to=2013&Station=STA-PT02004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5766,Meco-Perafita,SO2,Mínimo diário anual,2021,16.0,ug/m3,Industrial,suburbano,-8.7131,41.2322,25.0,Porto (greater city)                                                            ,955864.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5767,Beato,O3,Mínimo diário anual,2016,6.504,ug/m3,Fundo,urbano,-9.1175,38.8947,56.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-PT03070&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5768,Fundão,O3,Mínimo diário anual,2019,7.5,ug/m3,Fundo,rural,-7.3019,40.2331,461.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-PT02020&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5769,Pe Moreira Neves-Castelões de Cepeda,NO2,Mínimo diário anual,2017,10.592,ug/m3,Tráfego,urbano,-8.3381,41.2075,184.0,Paredes                                                                         ,86067.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-PT01043&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5770,São João,PM2.5,Mínimo diário anual,2019,0.413,ug/m3,Tráfego,urbano,-16.8831,32.6489,0.0,Funchal                                                                         ,104024.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-PT06004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5771,São Gonçalo,PM2.5,Mínimo diário anual,2021,0.004,ug/m3,Fundo,urbano,-16.9183,32.6497,0.0,Funchal                                                                         ,104024.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5772,Fidalguinhos,PM10,Mínimo diário anual,2017,5.325,ug/m3,Fundo,urbano,-9.0486,38.65,24.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-PT03103&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5773,Santiago do Cacém,O3,Mínimo diário anual,2016,26.083,ug/m3,Industrial,urbano,-8.6975,38.02,261.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-PT04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5774,Laranjeiro,PM2.5,Mínimo diário anual,2014,1.921,ug/m3,Fundo,urbano,-9.1578,38.6636,63.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2014&Year_to=2014&Station=STA-PT03083&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5775,Fernando Pó,SO2,Mínimo diário anual,2021,0.0,ug/m3,Fundo,rural,-8.6906,38.6356,57.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5776,Sonega,PM2.5,Mínimo diário anual,2022,0.875,ug/m3,Industrial,rural,-8.7239,37.8711,235.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5777,São João,PM10,Mínimo diário anual,2020,4.513,ug/m3,Tráfego,urbano,-16.8831,32.6489,0.0,Funchal                                                                         ,104024.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-PT06004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5778,Avintes,NO2,Mínimo diário anual,2013,5.225,ug/m3,Fundo,urbano,-8.5558,41.0967,88.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2013&Year_to=2013&Station=STA-PT01053&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5779,Cónego Dr. Manuel Faria-Azurém,NO2,Mínimo diário anual,2021,10.417,ug/m3,Tráfego,urbano,-8.2964,41.4497,185.0,Guimarães                                                                       ,152309.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5780,Cerro,PM2.5,Mínimo diário anual,2013,1.478,ug/m3,Fundo,rural,-7.6786,37.3125,300.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2013&Year_to=2013&Station=STA-PT05012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5781,Escavadeira,O3,Mínimo diário anual,2018,7.667,ug/m3,Fundo,urbano,-9.0669,38.6586,30.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-PT03095&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
